arpt_id,icao_id,arpt_name,rwy_id,lat_decimal,long_decimal,observation_time,wind_speed_kt,flight_category,raw_text
EFW,KEFW,JEFFERSON MUNI,14/32,42.00983333,-94.34180555,,,,
EGE,KEGE,EAGLE COUNTY RGNL,07/25,39.64275,-106.9159444,2023-12-27T21:56:00Z,0.0,VFR,KEGE 272156Z 00000KT 10SM CLR M02/M09 A3029 RMK AO2 SLP158 T10221094
EGQ,KEGQ,EMMETSBURG MUNI,04/22,43.10205555,-94.70452777,,,,
EGT,KEGT,WELLINGTON MUNI,18/36,37.32499572,-97.38835597,2023-12-27T22:35:00Z,13.0,VFR,KEGT 272235Z AUTO 32013KT 10SM BKN033 01/M05 A3008 RMK AO2 T00101048
EGV,KEGV,EAGLE RIVER UNION,13/31,45.93233333,-89.26827777,2023-12-27T22:35:00Z,3.0,VFR,KEGV 272235Z AUTO 01003KT 10SM SCT029 00/M05 A3004 RMK AO2 T10021046
EHA,KEHA,ELKHART-MORTON COUNTY,17/35,37.00078222,-101.8800278,2023-12-27T22:35:00Z,19.0,VFR,KEHA 272235Z AUTO 35019G26KT 10SM OVC042 05/M03 A3012 RMK AO2 T00551028
EHO,KEHO,SHELBY-CLEVELAND COUNTY RGNL,05/23,35.25574916,-81.60076444,2023-12-27T22:45:00Z,0.0,VFR,KEHO 272245Z AUTO 00000KT 10SM CLR 14/13 A2980 RMK AO2 T01380129
EHR,KEHR,HENDERSON CITY-COUNTY,09/27,37.80783333,-87.68569444,2023-12-27T21:56:00Z,3.0,VFR,KEHR 272156Z AUTO 09003KT 10SM OVC065 08/02 A2983 RMK AO2 SLP105 T00830017
EII,PAII,EGEGIK,12/30,58.18549027,-157.3754278,,,,
EIK,KEIK,ERIE MUNI,16/34,40.01025,-105.0480833,2023-12-27T22:35:00Z,11.0,VFR,KEIK 272235Z AUTO 05011G15KT 10SM CLR 08/M14 A3013 RMK AO2 T00821140
EIW,KEIW,COUNTY MEML,18/36,36.53530555,-89.59972222,,,,
EKA,KEKA,MURRAY FLD,12/30,40.80339805,-124.1127903,,,,
EKM,KEKM,ELKHART MUNI,18/36,41.71940616,-86.00321897,2023-12-27T22:35:00Z,4.0,VFR,KEKM 272235Z AUTO 32004KT 10SM BKN170 06/01 A2991 RMK AO2 T00600011 $
EKN,KEKN,ELKINS/RANDOLPH COUNTY (JENNINGS RANDOLPH FLD),00X,38.88944444,-79.85713888,2023-12-27T22:09:00Z,0.0,MVFR,KEKN 272209Z AUTO 00000KT 6SM -RA BR SCT021 OVC028 11/11 A2980 RMK AO2 P0000 T01110111
EKO,KEKO,ELKO RGNL,06/24,40.82499861,-115.7913375,2023-12-27T21:56:00Z,8.0,VFR,KEKO 272156Z AUTO 06008KT 10SM CLR 03/M02 A3019 RMK AO2 SLP234 T00331017 PWINO $
EKQ,KEKQ,WAYNE COUNTY,03/21,36.85527777,-84.85613888,2023-12-27T21:56:00Z,3.0,VFR,KEKQ 272156Z AUTO 33003KT 10SM CLR 08/04 A2987 RMK AO2 SLP116 T00780044
EKS,KEKS,ENNIS BIG SKY,16/34,45.27572472,-111.6489156,2023-12-27T22:35:00Z,9.0,VFR,KEKS 272235Z AUTO 19009KT 10SM CLR 00/M07 A3021 RMK AO2
EKX,KEKX,ADDINGTON FLD,05/23,37.686,-85.92502777,2023-12-27T22:35:00Z,0.0,VFR,KEKX 272235Z AUTO 00000KT 10SM OVC080 08/01 A2984 RMK AO2 T00770011
EKY,KEKY,BESSEMER,05/23,33.31261111,-86.92630555,2023-12-27T21:56:00Z,3.0,VFR,KEKY 272156Z AUTO 19003KT 10SM CLR 12/02 A2990 RMK AO2 SLP974 T01170017
ELA,KELA,EAGLE LAKE,17/35,29.60002777,-96.32194444,2023-12-27T22:35:00Z,,VFR,KELA 272235Z AUTO 10SM CLR 17/01 A3002 RMK AO2 T01740012
ELD,KELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,04/22,33.2212378,-92.81174888,2023-12-27T21:53:00Z,9.0,VFR,KELD 272153Z AUTO 27009G19KT 10SM FEW050 10/M01 A2998 RMK AO2 SLP151 T01001011
ELI,PFEL,ELIM,01/19,64.61497222,-162.2705278,,,,
ELK,KELK,ELK CITY RGNL BUSINESS,17/35,35.43077777,-99.39427777,2023-12-27T22:35:00Z,11.0,VFR,KELK 272235Z AUTO 34011KT 10SM OVC035 06/M01 A3006 RMK AO2 T00581011 $
ELM,KELM,ELMIRA/CORNING RGNL,10/28,42.15985613,-76.89174566,2023-12-27T21:53:00Z,3.0,MVFR,KELM 272153Z 07003KT 9SM -RA BKN011 BKN018 OVC023 11/10 A2987 RMK AO2 RAB18 SLP117 P0002 T01110100
ELN,KELN,BOWERS FLD,11/29,47.0348455,-120.5288591,2023-12-27T21:53:00Z,3.0,VFR,KELN 272153Z AUTO 12003KT 10SM OVC037 03/01 A2998 RMK AO2 RAE19 SLP166 P0000 T00330011
ELO,KELO,ELY MUNI,12/30,47.82401308,-91.82932058,2023-12-27T22:35:00Z,0.0,MVFR,KELO 272235Z AUTO 00000KT 10SM OVC019 02/02 A3008 RMK AO2
ELP,KELP,EL PASO INTL,08L/26R,31.80733333,-106.3763611,2023-12-27T21:51:00Z,0.0,VFR,KELP 272151Z 00000KT 10SM FEW250 12/M13 A3014 RMK AO2 SLP187 T01221133
ELY,KELY,ELY/YELLAND FLD,18/36,39.29968833,-114.8418781,2023-12-27T21:53:00Z,,VFR,KELY 272153Z AUTO 10SM OVC100 06/M04 A3020 RMK AO2 SLP244 T00561044 $
ELZ,KELZ,WELLSVILLE MUNI/TARANTINE FLD,10/28,42.10952388,-77.98997861,2023-12-27T21:56:00Z,8.0,MVFR,KELZ 272156Z AUTO 15008KT 5SM RA BR SCT038 OVC048 09/07 A2986 RMK AO2 SLP116 P0013 T00890072
EMM,KEMM,KEMMERER MUNI,16/34,41.82408333,-110.5569444,2023-12-27T22:00:00Z,6.0,VFR,HEMM 272200Z 31006KT CAVOK 17/13 Q1023 NOSIG
EMP,KEMP,EMPORIA MUNI,01/19,38.33056333,-96.18993194,2023-12-27T21:53:00Z,14.0,VFR,KEMP 272153Z AUTO 30014G21KT 10SM FEW019 OVC037 01/M02 A3000 RMK AO2 SLP172 T00111022
EMT,KEMT,SAN GABRIEL VALLEY,01/19,34.08600888,-118.0348453,2023-12-27T22:00:00Z,10.0,MVFR,SEMT 272200Z 26010KT 9999 OVC020 26/22 Q1009 RMK A2982
EMV,KEMV,EMPORIA-GREENSVILLE RGNL,16/34,36.68685805,-77.48274888,,,,
ENA,PAEN,KENAI MUNI,02W/20W,60.57327777,-151.2448333,,,,
ENL,KENL,CENTRALIA MUNI,09/27,38.51508333,-89.09113888,2023-12-27T22:00:00Z,4.0,VFR,SENL 272200Z 18004KT 9999 -RA SCT020 OVC100 24/23 Q1010 RMK A2093
ENM,PAEM,EMMONAK,16/34,62.78613888,-164.49075,,,,
ENN,PANN,NENANA MUNI,04L/22R,64.5473,-149.073925,,,,
ENV,KENV,WENDOVER,08/26,40.71872527,-114.0286736,2023-12-27T21:56:00Z,5.0,MVFR,KENV 272156Z AUTO 13005KT 10SM OVC027 00/M04 A3033 RMK AO2 SLP304 T00001044 FZRANO
ENW,KENW,KENOSHA RGNL,07L/25R,42.59606333,-87.92732361,2023-12-27T21:53:00Z,7.0,VFR,KENW 272153Z 01007KT 10SM BKN100 04/M01 A2998 RMK AO2 SLP160 T00441006
EOE,KEOE,NEWBERRY COUNTY,04/22,34.30933333,-81.64066666,2023-12-27T21:55:00Z,7.0,VFR,KEOE 272155Z AUTO 24007KT 10SM CLR 15/13 A2986 RMK AO2
EOK,KEOK,KEOKUK MUNI,14/32,40.45990777,-91.42850111,2023-12-27T22:35:00Z,8.0,MVFR,KEOK 272235Z AUTO 04008KT 8SM BKN013 BKN022 BKN027 03/03 A2987 RMK A01
EOP,KEOP,PIKE COUNTY,07/25,39.16697222,-82.92833333,,,,
EOS,KEOS,NEOSHO HUGH ROBINSON,01/19,36.81080555,-94.39169444,,,,
EPH,KEPH,EPHRATA MUNI,11/29,47.30807166,-119.5169136,2023-12-27T21:53:00Z,5.0,VFR,KEPH 272153Z AUTO 04005KT 10SM FEW120 06/01 A3001 RMK AO2 SLP171 T00610006
EPM,KEPM,EASTPORT MUNI,15/33,44.91011111,-67.01269444,,,,
EQA,KEQA,EL DORADO/CAPT JACK THOMAS MEML,04/22,37.77411111,-96.81772222,2023-12-27T22:35:00Z,10.0,VFR,KEQA 272235Z AUTO 33010KT 10SM SCT021 01/M03 A3004 RMK AO2
EQY,KEQY,CHARLOTTE/MONROE EXEC,05/23,35.01741611,-80.62205583,2023-12-27T22:36:00Z,5.0,VFR,KEQY 272236Z AUTO 25005KT 10SM SCT023 14/12 A2979 RMK AO2 T01390122
ERI,KERI,ERIE INTL/TOM RIDGE FLD,02/20,42.08308333,-80.17394444,2023-12-27T22:38:00Z,8.0,LIFR,KERI 272238Z 27008KT 1/2SM R06/3000VP6000FT FG BKN002 OVC019 08/07 A2982 RMK AO2 T00780072
ERR,KERR,ERROL,H1,44.79216666,-71.16452525,2023-12-27T22:30:00Z,0.0,VFR,UERR 272230Z 00000MPS 9999 -SN NSC M37/M41 Q1020 R25/390137 NOSIG RMK QFE734/0978
ERV,KERV,KERRVILLE MUNI/LOUIS SCHREINER FLD,12/30,29.97666666,-99.08547222,2023-12-27T22:35:00Z,7.0,VFR,KERV 272235Z AUTO 31007KT 10SM CLR 16/M03 A3003 RMK AO2 T01611031
ERY,KERY,LUCE COUNTY,11/29,46.311,-85.45716666,2023-12-27T22:35:00Z,6.0,IFR,KERY 272235Z AUTO 33006KT 10SM OVC008 03/02 A3001 RMK AO2 T00340017
ESC,KESC,DELTA COUNTY,01/19,45.72267416,-87.09371583,2023-12-27T22:13:00Z,4.0,MVFR,KESC 272213Z AUTO 32004KT 10SM BKN029 OVC035 03/00 A3004 RMK AO2
ESF,KESF,ESLER RGNL,14/32,31.39490416,-92.29577305,2023-12-27T21:53:00Z,10.0,VFR,KESF 272153Z AUTO 29010G24KT 10SM CLR 17/M02 A2993 RMK AO2 SLP133 T01671017
ESN,KESN,EASTON/NEWNAM FLD,15/33,38.80416,-76.06899027,2023-12-27T22:00:00Z,7.0,VFR,HESN 272200Z 33007KT CAVOK 16/08 Q1018 NOSIG
EST,KEST,ESTHERVILLE MUNI,16/34,43.40747222,-94.74638888,2023-12-27T21:52:00Z,9.0,VFR,KEST 272152Z AUTO 01009KT 10SM FEW020 01/M03 A3004 RMK AO2 SLP188 T00111028
ESW,KESW,EASTON STATE,09/27,47.25418388,-121.1855317,2023-12-27T22:00:00Z,5.0,VFR,HESW 272200Z 34005KT CAVOK 12/05 Q1024
ETB,KETB,WEST BEND MUNI,13/31,43.42216666,-88.12791666,2023-12-27T22:35:00Z,5.0,VFR,KETB 272235Z AUTO 02005KT 10SM CLR 02/M02 A3000 RMK AO2
ETC,KETC,TARBORO-EDGECOMBE,09/27,35.93726305,-77.54648027,2023-12-27T22:25:00Z,0.0,LIFR,KETC 272225Z AUTO 00000KT 1 3/4SM BR OVC003 17/17 A2974 RMK AO2 T01700167
ETH,KETH,WHEATON MUNI,06/24,45.78050608,-96.54379797,2023-12-27T22:33:00Z,6.0,LIFR,KETH 272233Z AUTO 34006KT 2SM BR OVC003 00/00 A3009 RMK AO2
ETN,KETN,EASTLAND MUNI,17/35,32.41488888,-98.80969444,2023-12-27T22:20:00Z,9.0,MVFR,EETN 272220Z 31009KT 9999 OVC023 00/M04 Q1009
EUF,KEUF,WEEDON FLD,18/36,31.95130555,-85.12891666,2023-12-27T21:58:00Z,3.0,VFR,KEUF 272158Z AUTO 23003KT 10SM CLR 15/03 A2991 RMK AO2 SLP128 I1000 T01500033 $
EUG,KEUG,MAHLON SWEET FLD,16R/34L,44.12458333,-123.2119722,2023-12-27T21:54:00Z,8.0,VFR,KEUG 272154Z 12008KT 9SM -RA BKN060 OVC075 13/09 A2982 RMK AO2 RAE2058B47 SLP097 P0000 T01330089
EUL,KEUL,CALDWELL EXEC,12/30,43.64184888,-116.6357642,2023-12-27T21:56:00Z,16.0,VFR,KEUL 272156Z AUTO 11016G22KT 10SM 03/M02 A3019 RMK AO2 SLP240 T00281022
EVB,KEVB,NEW SMYRNA BEACH MUNI,02/20,29.05569444,-80.94891666,,,,
EVM,KEVM,EVELETH/VIRGINIA MUNI,14/32,47.42416666,-92.49655555,2023-12-27T22:42:00Z,0.0,MVFR,KEVM 272242Z AUTO 00000KT 10SM OVC022 01/00 A3009 RMK AO2
EVU,KEVU,NORTHWEST MISSOURI RGNL,14/32,40.35329122,-94.91663541,2023-12-27T22:35:00Z,11.0,MVFR,KEVU 272235Z AUTO 34011G15KT 7SM BKN016 OVC022 02/01 A2996 RMK AO2 T00230008
EVV,KEVV,EVANSVILLE RGNL,18/36,38.04080555,-87.5285,2023-12-27T21:54:00Z,4.0,VFR,KEVV 272154Z 11004KT 10SM SCT065 BKN085 09/00 A2983 RMK AO2 SLP105 T00940000
EVW,KEVW,EVANSTON-UINTA COUNTY BURNS FLD,05/23,41.27477777,-111.0346389,2023-12-27T21:53:00Z,4.0,VFR,KEVW 272153Z AUTO 23004KT 10SM CLR 01/M06 A3025 RMK AO2 SLP259 T00111056
EVY,KEVY,SUMMIT,11/29,39.52102777,-75.72366666,,,,
EWB,KEWB,NEW BEDFORD RGNL,14/32,41.67656611,-70.95783611,2023-12-27T22:07:00Z,0.0,LIFR,KEWB 272207Z 00000KT 3SM -RA BR OVC002 10/10 A3004 RMK AO2 RAB2154 P0000 T01000100
EWK,KEWK,NEWTON-CITY-COUNTY,17/35,38.05710138,-97.27522833,2023-12-27T22:33:00Z,15.0,MVFR,KEWK 272233Z AUTO 33015KT 10SM BKN023 00/M03 A3006 RMK AO2 FZRANO
EWN,KEWN,COASTAL CAROLINA RGNL,04/22,35.07285444,-77.04301972,2023-12-27T22:43:00Z,4.0,IFR,KEWN 272243Z 01004KT 2SM BR OVC005 17/17 A2971 RMK AO2 RAE40 P0001 T01720167
EWR,KEWR,NEWARK LIBERTY INTL,04L/22R,40.69247983,-74.16868677,2023-12-27T21:51:00Z,4.0,IFR,KEWR 272151Z 02004KT 10SM -RA BKN008 OVC060 09/07 A2997 RMK AO2 RAE13B29 SLP149 P0000 T00940072
EWU,PAEW,MERTARVIK,12/30,60.81039333,-164.4994717,,,,
EXX,KEXX,DAVIDSON COUNTY EXEC,06/24,35.78114138,-80.30377333,2023-12-27T22:25:00Z,0.0,MVFR,KEXX 272225Z AUTO 00000KT 10SM OVC010 14/14 A2980 RMK AO2 P0001 T01360136
EYE,KEYE,EAGLE CREEK AIRPARK,03/21,39.83071741,-86.29438575,2023-12-27T21:53:00Z,3.0,VFR,KEYE 272153Z AUTO 01003KT 10SM OVC100 08/M01 A2987 RMK AO2 SLP119 T00831006
EYF,KEYF,CURTIS L BROWN JR FLD,15/33,34.60181555,-78.57927638,2023-12-27T22:30:00Z,8.0,VFR,KEYF 272230Z AUTO 27008KT 10SM SCT011 SCT020 OVC041 18/17 A2977 RMK AO2 T01850167
EYW,KEYW,KEY WEST INTL,09/27,24.55611972,-81.75995583,2023-12-27T21:53:00Z,6.0,VFR,KEYW 272153Z 01006KT 10SM CLR 22/18 A2995 RMK AO2 SLP146 T02220183
EZF,KEZF,SHANNON,H1,38.26622222,-77.44938888,2023-12-27T22:35:00Z,0.0,MVFR,KEZF 272235Z AUTO 00000KT 7SM +RA SCT024 BKN029 OVC038 13/13 A2977 RMK AO2 P0014 T01330133
EZI,KEZI,KEWANEE MUNI,01/19,41.20519444,-89.96386111,,,,
EZM,KEZM,HEART OF GEORGIA RGNL,02/20,32.21638888,-83.12866666,2023-12-27T22:35:00Z,0.0,VFR,KEZM 272235Z AUTO 00000KT 10SM CLR 14/05 A2992 RMK AO2
EZS,KEZS,SHAWANO MUNI,12/30,44.78730583,-88.5600125,2023-12-27T22:35:00Z,4.0,VFR,KEZS 272235Z AUTO 01004KT 10SM CLR 02/M03 A3005 RMK AO2 T00241030
EZZ,KEZZ,CAMERON MEML,17/35,39.72755555,-94.27638888,2023-12-27T22:35:00Z,11.0,IFR,KEZZ 272235Z AUTO 34011KT 10SM OVC009 01/01 A2994 RMK AO2 T00100006
F00,,JONES FLD,17/35,33.61309166,-96.179325,2023-12-27T22:35:00Z,10.0,VFR,KF00 272235Z AUTO 32010G16KT 10SM CLR 08/M03 A3005 RMK AO2 T00791033
F01,,QUANAH MUNI,18/36,34.27711083,-99.75968166,,,,
F05,,WILBARGER COUNTY,16/34,34.22566666,-99.28375,2023-12-27T22:35:00Z,11.0,VFR,KF05 272235Z AUTO 02011KT 10SM SCT046 09/01 A3010 RMK AO2 T00930006
F06,,MARIAN AIRPARK,17/35,34.84486563,-100.195191,,,,
F08,,EUFAULA MUNI,17/35,35.29830416,-95.62737083,,,,
F09,,OLUSTEE MUNI,17/35,34.51257416,-99.42953333,,,,
F10,,HENRYETTA MUNI,18/36,35.40687972,-96.01583277,,,,
F13,,SHELL CREEK AIRPARK,18/36,26.96861111,-81.91630555,,,,
F14,,WICHITA VALLEY,04/22,33.94761047,-98.61614766,,,,
F17,,CENTER MUNI,17/35,31.83158333,-94.15641666,2023-12-27T22:35:00Z,7.0,VFR,KF17 272235Z AUTO 27007KT 10SM CLR 12/00 A3002 RMK AO2
F21,,MEMPHIS MUNI,08/26,34.73958944,-100.5297008,,,,
F22,,PERRY MUNI,17/35,36.38561111,-97.27722222,,,,
F23,,RANGER MUNI,18/36,32.451475,-98.6815125,,,,
F30,,SULPHUR MUNI,17/35,34.52704444,-96.9901875,,,,
F31,,LAKE TEXOMA STATE PARK,18/36,33.99105555,-96.64272222,,,,
F32,,HEALDTON MUNI,17/35,34.25489444,-97.47292777,,,,
F34,,FIREBAUGH,12/30,36.85998861,-120.4644675,,,,
F35,,POSSUM KINGDOM,02/20,32.92332458,-98.43687277,,,,
F36,,CORDELL MUNI,17/35,35.29629925,-98.96771563,,,,
F37,,CARRIZOZO MUNI,15/33,33.64890277,-105.89622,,,,
F41,,ENNIS MUNI,16/34,32.32969444,-96.66388888,,,,
F43,,EL DORADO DOWNTOWN-STEVENS FLD,18/36,33.19125,-92.66322222,,,,
F44,,ATHENS MUNI,18/36,32.16384777,-95.82835305,2023-12-27T22:35:00Z,5.0,VFR,KF44 272235Z AUTO 33005KT 10SM CLR 10/M01 A3004 RMK AO2
F45,,NORTH PALM BEACH COUNTY GENERAL AVIATION,09L/27R,26.84591666,-80.22233333,2023-12-27T22:35:00Z,5.0,VFR,KF45 272235Z AUTO 24005KT 10SM OVC120 20/17 A2992 RMK AO2 TSNO
F46,,RALPH M HALL/ROCKWALL MUNI,17/35,32.93059444,-96.43548555,2023-12-27T22:35:00Z,12.0,VFR,KF46 272235Z AUTO 30012KT 10SM CLR 09/M02 A3006 RMK AO2 T00871020
F47,,ST GEORGE ISLAND,14/32,29.64458402,-84.91559894,,,,
F49,,CITY OF SLATON/LARRY T NEAL MEML,08/26,33.48523272,-101.6616778,,,,
F51,,WINNSBORO MUNI,01/19,32.93882611,-95.2788675,,,,
F53,,FRANKLIN COUNTY,13/31,33.21533333,-95.23722222,,,,
F56,,ARLEDGE FLD,08/26,32.91047222,-99.73416666,,,,
F62,,HAYFORK,07/25,40.547,-123.1796389,,,,
F68,,ANADARKO MUNI,17/35,35.05219444,-98.26405555,,,,
F69,,AIR PARK-DALLAS,16/34,33.02345472,-96.83694611,,,,
F70,,FRENCH VALLEY,18/36,33.57417908,-117.1284732,2023-12-27T22:35:00Z,4.0,VFR,KF70 272235Z AUTO 21004KT 10SM CLR 19/06 A3012 RMK AO2
F72,,FRANKLIN FLD,09/27,38.304,-121.4293056,,,,
F75,,HARRISON FLD OF KNOX CITY,01/19,33.43815055,-99.81286888,,,,
F78,,HORSESHOE BEND,17/35,32.57291222,-97.87253388,,,,
F81,,OKEMAH MUNI,18/36,35.40526944,-96.30553888,,,,
F82,,LUBBOCK EXEC AIRPARK,07/25,33.4856425,-101.8126633,,,,
F85,,COCHRAN COUNTY,17/35,33.73133355,-102.7350813,,,,
F86,,CALDWELL PARISH,01/19,32.12216666,-92.0545,,,,
F87,,UNION PARISH,16/34,32.72495583,-92.33716583,,,,
F88,,JONESBORO,18/36,32.202,-92.73294444,,,,
F89,,WINNSBORO MUNI,18/36,32.15302777,-91.69858333,,,,
F92,,KINGFISHER,18/36,35.87667222,-97.9529375,,,,
F95,,CALHOUN COUNTY,18/36,30.48703166,-85.11378583,,,,
F98,,YOAKUM COUNTY,17/35,33.21719444,-102.8300833,,,,
F99,,HOLDENVILLE MUNI,17/35,35.08586111,-96.41666666,,,,
FAI,PAFA,FAIRBANKS INTL,02R/20L,64.81535555,-147.8566667,,,,
FAM,KFAM,FARMINGTON RGNL,02/20,37.76101777,-90.42859805,,,,
FAQ,NSFQ,FITIUTA,12/30,-14.21611222,-169.4235494,2023-12-27T22:30:00Z,15.0,MVFR,LFAQ 272230Z AUTO 22015KT 9999 OVC017 10/07 Q1012
FAR,KFAR,HECTOR INTL,09/27,46.92063888,-96.81575,2023-12-27T21:53:00Z,11.0,LIFR,KFAR 272153Z 35011KT 10SM OVC004 01/M01 A3009 RMK AO2 SLP201 T00111006
FAT,KFAT,FRESNO YOSEMITE INTL,11R/29L,36.77655555,-119.7188333,2023-12-27T22:30:00Z,13.0,VFR,LFAT 272230Z AUTO 22013KT 200V260 9999 FEW016 SCT045 OVC230 12/09 Q1009
FAY,KFAY,FAYETTEVILLE RGNL/GRANNIS FLD,10/28,34.99121111,-78.88027416,2023-12-27T22:37:00Z,8.0,VFR,KFAY 272237Z 29008KT 10SM FEW018 FEW024 18/17 A2976 RMK AO2 T01780167
FBL,KFBL,FARIBAULT MUNI-LIZ WALL STROHFUS FLD,01/19,44.32896938,-93.31307363,2023-12-27T22:30:00Z,7.0,VFR,LFBL 272230Z AUTO 18007KT 140V210 9999 BKN041 BKN050 OVC060 08/02 Q1021 NOSIG
FBR,KFBR,FORT BRIDGER,07/25,41.39333333,-110.4059722,2023-12-27T22:35:00Z,5.0,VFR,KFBR 272235Z AUTO 29005KT 10SM CLR 03/M05 A3028 RMK AO2 T00321055
FBY,KFBY,FAIRBURY MUNI,17/35,40.18197222,-97.16788888,2023-12-27T22:30:00Z,2.0,VFR,LFBY 272230Z AUTO VRB02KT 9999 // ////// 06/05 Q1021
FCH,KFCH,FRESNO CHANDLER EXEC,12/30,36.73212416,-119.8203325,2023-12-27T22:35:00Z,5.0,VFR,KFCH 272235Z AUTO 16005KT 10SM CLR 18/08 A3011 RMK A01
FCI,KFCI,RICHMOND EXEC/CHESTERFIELD COUNTY,15/33,37.40644444,-77.52483333,2023-12-27T22:47:00Z,5.0,MVFR,KFCI 272247Z AUTO 12005KT SCT002 OVC015 14/ RMK AO2 PWINO $
FCM,KFCM,FLYING CLOUD,10L/28R,44.82750722,-93.45857166,2023-12-27T21:53:00Z,0.0,VFR,KFCM 272153Z 00000KT 10SM FEW031 02/M04 A3005 RMK AO2 SLP187 T00221039
FCY,KFCY,HUTFLY,18/36,34.94199805,-90.77496611,,,,
FDK,KFDK,FREDERICK MUNI,12/30,39.41702111,-77.37473222,2023-12-27T21:47:00Z,5.0,IFR,KFDK 272147Z 03005KT 3SM BR BKN006 OVC100 11/11 A2983
FDR,KFDR,FREDERICK RGNL,03/21,34.3520958,-98.98390908,2023-12-27T21:53:00Z,11.0,VFR,KFDR 272153Z AUTO 35011KT 10SM BKN045 08/00 A3006 RMK AO2 SLP181 T00830000
FDW,KFDW,FAIRFIELD COUNTY,04/22,34.31572222,-81.10855555,2023-12-27T22:35:00Z,0.0,VFR,KFDW 272235Z AUTO 00000KT 10SM CLR 13/12 A2981 RMK AO1
FDY,KFDY,FINDLAY,18/36,41.01202777,-83.66861111,2023-12-27T22:42:00Z,5.0,MVFR,KFDY 272242Z AUTO 34005KT 9SM OVC014 10/07 A2984 RMK AO2 T01000067
FEP,KFEP,ALBERTUS,06/24,42.24611472,-89.58197666,2023-12-27T22:35:00Z,8.0,VFR,KFEP 272235Z AUTO 04008KT CLR 03/00 A2998 RMK AO2 T00251004
FET,KFET,FREMONT MUNI,14/32,41.44994444,-96.52119444,2023-12-27T22:35:00Z,7.0,VFR,KFET 272235Z AUTO 33007KT 10SM CLR A3007 RMK AO2
FFA,KFFA,FIRST FLIGHT,03/21,36.01758333,-75.67158333,2023-12-27T22:35:00Z,,LIFR,KFFA 272235Z AUTO 3/4SM -RA OVC003 14/14 A2973 RMK AO2 T01400140
FFC,KFFC,ATLANTA RGNL FALCON FLD,13/31,33.35772222,-84.57252777,2023-12-27T21:53:00Z,0.0,VFR,KFFC 272153Z AUTO 00000KT 10SM CLR 12/05 A2989 RMK AO2 SLP124 T01220050
FFL,KFFL,FAIRFIELD MUNI,18/36,41.05571983,-91.9808218,2023-12-27T22:35:00Z,11.0,VFR,KFFL 272235Z AUTO 01011KT 6SM BR FEW006 SCT020 01/01 A2992 RMK A01
FFM,KFFM,FERGUS FALLS MUNI/EINAR MICKELSON FLD,13/31,46.28438888,-96.15669444,2023-12-27T22:35:00Z,5.0,IFR,KFFM 272235Z AUTO 01005KT 10SM OVC008 02/02 A3008 RMK AO2
FFT,KFFT,CAPITAL CITY,07/25,38.18173169,-84.90674977,2023-12-27T21:53:00Z,3.0,VFR,KFFT 272153Z AUTO 14003KT 10SM CLR 09/03 A2984 RMK AO2 SLP108 T00890028
FFX,KFFX,FREMONT MUNI,10/28,43.43930555,-85.99488888,2023-12-27T22:35:00Z,7.0,MVFR,KFFX 272235Z AUTO 02007KT 10SM OVC018 05/01 A2994 RMK AO2 T00480005
FFZ,KFFZ,FALCON FLD,04L/22R,33.46084055,-111.7283253,2023-12-27T21:54:00Z,0.0,VFR,KFFZ 272154Z 00000KT 10SM CLR 18/M03 A3012 RMK AO2 SLP189 T01781033
FGU,KFGU,COLLEGEDALE MUNI,03/21,35.04442083,-85.02006666,,,,
FGX,KFGX,FLEMING-MASON,07/25,38.54181722,-83.74337666,2023-12-27T22:35:00Z,4.0,VFR,KFGX 272235Z AUTO 25004KT 10SM CLR 06/04 A2987 RMK AO2 T00620035
FHB,KFHB,FERNANDINA BEACH MUNI,04/22,30.61183333,-81.46119444,2023-12-27T22:35:00Z,7.0,VFR,KFHB 272235Z AUTO 24007KT 10SM CLR 15/10 A2992 RMK AO2
FHR,KFHR,FRIDAY HARBOR,16/34,48.52197222,-123.0243611,2023-12-27T21:53:00Z,16.0,VFR,KFHR 272153Z AUTO 13016G24KT 10SM BKN085 13/03 A2973 RMK AO2 PK WND 13031/2124 SLP067 T01330033
FHU,KFHU,SIERRA VISTA MUNI-LIBBY AAF,H1,31.58847222,-110.3443889,2023-12-27T21:55:00Z,0.0,VFR,KFHU 272155Z AUTO 00000KT 10SM CLR 14/M13 A3016 RMK AO2 SLP201 T01391132
FIG,KFIG,CLEARFIELD-LAWRENCE,12/30,41.04913361,-78.41515791,2023-12-27T22:43:00Z,3.0,MVFR,KFIG 272243Z AUTO 04003KT 10SM FEW002 BKN028 OVC100 09/07 A2984 RMK AO2 RAB2156E18 P0000 T00940072
FIN,KFIN,FLAGLER EXEC,H1,29.46515111,-81.20764833,2023-12-27T21:50:00Z,0.0,VFR,KFIN 272150Z 00000KT 10SM CLR 17/11 A2992
FIT,KFIT,FITCHBURG MUNI,14/32,42.55384722,-71.75917388,2023-12-27T21:52:00Z,0.0,VFR,KFIT 272152Z AUTO 00000KT 10SM OVC070 09/06 A3004 RMK AO2 SLP176 T00890061
FKA,KFKA,FILLMORE COUNTY,11/29,43.67675,-92.17975,2023-12-27T22:35:00Z,4.0,VFR,KFKA 272235Z AUTO 04004KT 10SM FEW050 OVC060 01/01 A3003 RMK AO2
